id,ingreso_txt,sexo_txt,edad,educ,exper,horas,k,formal,situacion,tamano,sector,satisf_txt,urbano,casado,hijos,provincia
1828,"775,95",Hombre,21,15,1,144,745.24,1,1,3,2,Triste,1,0,2,LOJA
1829,774.01,mujer,20,15,1,175,4410.17,0,2,1,3,Feliz,1,1,0,guayas
1830,"411,85",M,28,9,14,143,1239.21,0,2,2,4,Feliz,1,0,3,El  Oro
1831,NA,Hombre,48,17,28,168,1656.25,1,1,1,4,Triste,1,1,3, El Oro
1832,665.25,MUJER ,22,13,3,165,2257.48,1,1,2,3,Feliz,1,0,0,El  Oro
1833,485.11,H,28,14,8,142,361.09,0,2,3,1,Normal,1,0,0,AZUAY
1834,298.13,MUJER ,18,7,1,224,557.81,0,2,1,3,Normal,1,0,0,El  Oro
1835,"941,95",H,21,15,0,125,5016.66,1,1,2,4,Triste,0,0,2,Guayas
1836,"861,26",Mujer,31,18,7,137,1825.32,1,1,1,4,Triste,1,1,0,AZUAY
1837,"384,46",Mujer,22,99,8,174,681.12,1,1,1,5,Feliz,1,1,2, Loja
1838,,mujer,41,17,19,183,414.25,0,2,2,3,Muy feliz,1,1,,Guayas
1839,855.94,Hombre,20,15,0,168,1031.95,0,2,2,1,Muy feliz,1,0,1,LOJA
1840,809.59,M,40,15,19,175,7215.66,1,1,3,3,Normal,0,1,1, El Oro
1841,617.26,hombre,53,11,36,142,880,0,2,1,5,Normal,0,0,1,GUAYAS
1842,382.11,H,23,15,3,144,513.52,1,1,3,5,Muy feliz,1,0,0, El Oro
1843,"741,04",Hombre ,19,12,2,149,703.46,0,2,3,5,Muy triste,0,1,5,Loja
1844,"580,14", Mujer,24,6,7,138,1577.71,0,3,3,1,Feliz,1,0,0, El Oro
1845,516.51,Hombre,34,15,15,170,374.34,0,2,3,1,Feliz,0,0,3, Loja
1846,"1.741,03",Hombre,41,20,15,147,2844.87,0,3,4,3,Muy feliz,0,0,1,AZUAY
1847,s/i,HOMBRE,65,10,49,143,1484.81,0,2,1,2,Muy triste,1,0,3,el oro
1848,s/i,Hombre,29,11,11,153,1759.53,0,2,2,4,Normal,1,0,0,Loja
1849,"808,84",M,24,14,3,191,856.58,0,3,4,5,Muy triste,1,0,2,guayas
1850,"480,28",Hombre,41,16,20,168,1015.26,0,3,1,4,Normal,0,0,1, Loja
1851,736.15, Mujer,56,13,36,155,929.27,1,1,2,1,Muy triste,1,1,2,Loja
1852,1467.83,Hombre ,24,11,8,218,3172.52,0,2,3,4,Muy feliz,1,0,0,AZUAY
1853,"728,32",hombre,20,11,3,154,768.37,1,1,3,4,Normal,0,0,0,GUAYAS
1854,436.17,Hombre ,31,7,15,95,3385.53,1,1,2,3,Normal,1,0,0,LOJA
1855,647.55,hombre,40,11,22,138,1417.3,1,1,1,3,Triste,1,0,0,El  Oro
1856,"910,93",Mujer,32,10,14,219,2577.65,1,1,1,2,Normal,1,1,3,Azuay
1857,"1.576,49", Mujer,52,17,29,197,3491.11,1,1,2,1,Normal,1,1,4,Guayas
1858,"328,04", Mujer,39,8,24,146,1201.12,0,2,4,1,Feliz,1,0,0,Azuay
1859,"1.160,79",M,21,15,0,202,1033.23,0,2,3,5,Muy feliz,0,1,2,El  Oro
1860,  392, Mujer,43,10,25,85,2743.81,1,1,1,4,Normal,0,0,0,El  Oro
1861,1195.60,hombre,64,6,48,201,2583.23,0,3,1,4,Normal,0,0,0,EL ORO
1862,592.13,HOMBRE,29,8,15,220,738.78,0,2,2,2,Muy feliz,1,1,0,el oro
1863,884.36,hombre,24,12,5,154,880.32,0,2,3,5,Normal,0,0,0,AZUAY
1864,962.13,H,32,12,14,166,716.61,1,1,4,5,Normal,1,1,2,el oro
1865,889.13,Hombre,20,15,0,183,2005.62,0,2,2,4,Feliz,1,1,2,Loja
1866,"1.332,02",hombre,99,16,22,277,1152.8,1,1,2,4,Feliz,1,0,1,Loja
1867,  546,HOMBRE,34,9,20,197,704.28,0,2,1,3,Feliz,1,1,3,EL ORO
1868,646.61,H,20,11,3,197,1549.87,0,2,1,1,Muy feliz,1,1,3,El Oro
1869,656.99,HOMBRE,32,15,12,135,1417.47,0,2,4,4,Feliz,1,1,4,GUAYAS
1870,"607,16",Mujer,55,12,37,159,3136.05,0,2,1,5,Normal,1,0,1,EL ORO
1871,755.26,H,60,9,45,194,2263.09,0,2,3,1,Normal,1,0,0,EL ORO
1872,"460,14",M,48,13,28,171,1681.21,0,3,2,3,Feliz,0,1,0,Loja
1873,"666,29",HOMBRE,24,99,3,195,1263.65,1,1,2,3,Feliz,0,1,2,El  Oro
1874,606.32,MUJER ,21,16,0,157,1997.95,0,3,1,2,Normal,1,1,1,Azuay
1875,"381,01",HOMBRE,54,1,36,173,3038.58,0,2,1,1,Muy feliz,1,0,0,el oro
1876,"291,37",M,21,15,2,111,237.24,1,1,3,3,Normal,1,0,2,LOJA
1877,655.73,Hombre ,55,12,35,90,903.12,1,1,3,3,Triste,1,1,1, El Oro
1878,"697,79",MUJER ,61,11,44,131,3191.38,0,2,1,4,Triste,1,1,0,el oro
1879,1077.92,H,25,16,3,199,1948.33,1,1,3,3,Normal,0,0,1,El Oro
1880,320.71,HOMBRE,22,13,2,121,935.26,0,2,1,1,Triste,1,1,2, El Oro
1881,580.82,HOMBRE,28,6,15,181,3699.9,0,3,1,4,Muy feliz,1,0,1,EL ORO
1882,"681,50",mujer,22,15,1,150,3185.66,0,2,1,4,Feliz,1,0,1, Loja
1883,718.43,HOMBRE,20,12,2,150,3612.01,0,2,1,5,Feliz,0,0,0,guayas
1884,"791,67",Hombre ,61,12,40,210,397.99,1,1,2,5,Normal,1,0,3,AZUAY
1885,289.31,MUJER ,28,17,5,161,337.28,1,1,1,5,Normal,0,0,0,LOJA
1886,"2.463,68",HOMBRE,56,15,36,191,1993.03,0,2,4,1,Normal,1,1,2,El  Oro
1887,"691,66",mujer,51,11,36,188,1151.79,1,1,4,3,Normal,1,1,0,AZUAY
1888,"226,75", Mujer,21,2,8,212,483.54,0,3,1,5,Muy triste,1,0,2,GUAYAS
1889,1158.43,hombre,28,17,6,199,1259.58,1,1,4,2,Normal,1,0,0, El Oro
1890,"522,28",HOMBRE,60,99,44,130,2180.27,0,2,1,1,Triste,1,1,4, Loja
1891,  603,hombre,27,6,11,162,919.46,1,1,1,3,Normal,0,0,3,El Oro
1892,356.30,Mujer,36,6,21,125,921.49,0,2,3,5,Muy triste,0,1,3, El Oro
1893,820.91,HOMBRE,19,14,0,249,1291.17,0,2,2,1,Normal,1,0,1,EL ORO
1894,342.31,M,29,5,14,106,1775.18,0,2,2,4,Normal,1,0,1,El  Oro
1895,649.04,mujer,43,5,29,133,3557.57,0,3,4,4,Normal,1,1,0,El  Oro
1896,472.13,Hombre ,35,17,14,140,241.05,1,1,3,4,Feliz,0,1,2,el oro
1897,"992,42",Hombre,60,13,42,232,4215.82,1,1,1,4,Normal,1,0,1,el oro
1898,465.89,M,20,6,6,159,836.97,1,1,1,4,Muy triste,0,0,2,Guayas
1899,"552,78",H,32,9,18,246,1014.55,1,1,3,3,Muy feliz,0,1,2, Loja
1900,540.43,Hombre,63,4,48,191,2889.65,0,3,1,4,Normal,1,1,1,Guayas
1901,"669,20",H,34,5,19,168,897.65,0,2,4,4,Feliz,1,1,2,EL ORO
1902,,M,53,15,32,184,459.38,0,2,2,1,Normal,0,0,0,el oro
1903,  786,MUJER ,40,8,26,172,3375.83,0,3,2,3,Feliz,0,0,1, El Oro
1904,  499,Hombre ,18,13,0,151,1314.13,1,1,4,4,Feliz,1,1,4,GUAYAS
1905,668.20,H,63,10,48,155,933.26,0,3,3,2,Muy feliz,1,1,2,el oro
1906,380.01,Hombre ,39,5,23,137,1571.21,0,3,1,2,Normal,1,1,2,guayas
1907,  1120, Mujer,45,18,20,187,1383.57,1,1,1,2,Feliz,1,0,0, El Oro
1908,  446,Hombre ,18,7,1,193,418.73,0,2,3,4,Normal,1,1,4, Loja
1909,683.62,hombre,57,12,38,213,310.48,0,3,1,2,Muy feliz,1,0,0, El Oro
1910,  779,H,49,99,36,220,1710.01,0,3,2,4,Muy feliz,1,0,0,el oro
1911,600.53,hombre,99,6,16,180,1221.11,0,3,1,3,Triste,0,1,1,LOJA
1912,"852,45",Mujer,27,16,3,128,1566.42,1,1,3,3,Muy feliz,0,0,2, El Oro
1913,"709,88",Hombre,20,11,3,181,441.03,0,2,4,4,Triste,1,0,1, El Oro
1914,  1723,Hombre,52,16,31,229,4759.32,0,2,2,2,Muy feliz,1,1,2,El  Oro
1915,  949,mujer,28,11,11,144,8886.78,0,2,2,2,Muy feliz,0,0,2,el oro
1916,450.17,Hombre ,42,13,24,126,304.77,0,2,1,4,Feliz,0,0,0,Loja
1917,"420,68",H,38,14,17,71,574.57,1,1,1,3,Triste,1,0,1,EL ORO
1918,360.64,hombre,62,4,49,233,1020.6,1,1,2,1,Feliz,1,0,1,El Oro
1919,1054.00,M,53,16,29,168,717.76,0,3,4,1,Muy feliz,1,0,0,GUAYAS
1920,"863,64",Hombre,34,9,21,165,3786.24,1,1,2,5,Triste,1,1,1,El  Oro
1921,"239,16", Mujer,62,9,45,86,984.4,1,1,1,3,Triste,0,1,0,el oro
1922,1070.56,hombre,28,11,11,216,2159.69,0,3,3,1,Feliz,0,0,2, El Oro
1923,781.32,hombre,53,9,38,144,4949.7,0,3,1,5,Muy feliz,1,1,3, El Oro
1924,715.50,M,47,9,31,165,2010.33,0,3,2,4,Muy triste,1,0,0,El Oro
1925,"397,39",mujer,49,3,32,206,833.96,1,1,4,5,Muy triste,0,0,0,el oro
1926,867.31,H,34,15,12,173,1121.24,1,1,3,1,Muy triste,1,0,1,el oro
1927,"1.066,72",H,55,16,,180,841.34,1,1,1,5,Feliz,0,0,1,El  Oro
1928,435.90,MUJER ,57,11,39,149,300.72,1,1,3,4,Normal,1,1,2,Azuay
1929,687.86,mujer,55,10,38,199,763.86,1,1,2,2,Triste,1,1,3,El Oro
1930,798.65,MUJER ,42,5,26,163,2803.41,0,3,2,3,Feliz,1,1,0,el oro
1931,428.18,Hombre ,51,99,38,141,889.06,0,3,1,4,Feliz,1,1,0,LOJA
1932,  1228,Mujer,34,11,18,206,1886.84,0,2,1,5,Normal,1,1,1,LOJA
1933,857.26,mujer,61,13,41,192,3369.98,0,3,1,3,Triste,1,1,0, Loja
1934,"820,43",mujer,43,8,26,148,5921.31,0,3,1,5,Feliz,1,0,0,EL ORO
1935,  558,mujer,25,14,4,185,793.14,0,2,1,3,Feliz,1,1,5,guayas
1936,"505,79",Hombre ,54,10,38,170,168.35,0,2,4,2,Muy feliz,1,1,2,LOJA
1937,1103.70,MUJER ,20,15,1,279,4089.72,1,1,1,3,Normal,1,0,1,EL ORO
1938,  496, Mujer,18,12,0,186,761.33,0,2,1,4,Triste,1,0,1,EL ORO
1939,1129.93,HOMBRE,36,9,23,145,2887.29,0,3,2,4,Normal,1,0,0,Azuay
1940,555.60,Hombre,18,12,0,235,1544.87,0,2,1,3,Normal,0,0,1,El Oro
1941,"823,02",hombre,31,5,15,151,5227.65,1,1,1,3,Muy feliz,1,1,3,El  Oro
1942,261.16,mujer,20,7,4,121,1123.95,0,2,4,1,Feliz,1,1,,EL ORO
1943,555.52,Hombre ,61,13,43,181,667.96,0,3,2,1,Feliz,1,1,3,El  Oro
1944,358.00,Mujer,41,13,22,120,1068.04,1,1,1,4,Muy triste,0,1,2,Loja
1945,1014.87,M,39,15,19,182,483.66,1,1,4,3,Normal,1,0,0,Loja
1946,430.83,H,31,5,15,193,3756.43,0,3,1,4,Feliz,0,1,1,el oro
1947,"586,07",Mujer,31,8,17,191,893.85,0,3,2,5,Feliz,1,0,1,AZUAY
1948,457.25,Mujer,19,11,1,154,1162.12,0,2,2,2,Normal,0,0,0,LOJA
1949,"784,75",Mujer,26,18,1,170,812.07,1,1,1,5,Muy triste,0,0,0,guayas
1950,923.94,hombre,40,12,22,167,979.07,0,2,2,4,Muy feliz,0,1,3,El Oro
1951,425.38,hombre,23,5,9,193,1855.9,0,2,1,3,Normal,1,0,2, Loja
1952,454.54,M,41,11,24,163,725.54,0,2,2,3,Feliz,1,1,4,El Oro
1953,1034.38,Mujer,53,16,29,116,1083.51,0,2,1,4,Normal,1,1,2, El Oro
1954,  499,MUJER ,21,9,5,124,1723.26,0,2,3,4,Triste,0,1,1,EL ORO
1955,706.95,HOMBRE,36,13,15,158,1777.69,0,2,1,4,Normal,1,1,2,LOJA
1956,"296,03",H,99,13,27,76,491.37,0,3,1,5,Feliz,0,1,2,guayas
1957,"649,61",Hombre,24,13,6,216,1014.12,0,2,2,3,Muy feliz,0,0,0, El Oro
1958,"1.370,45",MUJER ,57,17,34,139,5807.76,0,3,3,4,Muy feliz,0,1,3, El Oro
1959,"521,97",M,54,7,40,184,1179.79,0,2,1,3,Muy triste,1,1,3,El Oro
1960,"462,40",H,39,13,18,112,589.56,1,1,2,1,Triste,0,1,1,GUAYAS
1961,"851,45",MUJER ,53,10,37,192,3136.16,0,2,1,4,Feliz,1,0,0,LOJA
1962,"397,77",mujer,21,12,3,150,341.26,1,1,3,3,Normal,1,1,1,GUAYAS
1963,"586,50",hombre,29,13,8,221,386.89,0,2,1,4,Feliz,1,1,2,El  Oro
1964,754.57,HOMBRE,41,15,19,192,,0,3,3,1,Triste,1,0,0,Guayas
1965,"656,59", Mujer,64,13,44,196,6043.11,0,3,1,1,Normal,1,0,0,El  Oro
1966,1475.76,mujer,45,10,31,262,1716.16,0,3,4,1,Muy feliz,1,1,1,EL ORO
1967,  678,Mujer,19,12,2,158,826.65,0,2,3,3,Feliz,0,0,4, El Oro
1968,"666,05",H,26,12,4,150,2042.99,1,1,3,3,Feliz,1,0,1,LOJA
1969,564.84,HOMBRE,57,6,43,198,2578.91,0,2,2,1,Feliz,1,1,2,el oro
1970,s/i,H,26,7,12,114,,0,2,1,4,Normal,1,0,0,AZUAY
1971,686.62,HOMBRE,61,8,45,213,1290.9,0,2,3,1,Triste,1,1,3, Loja
1972,"559,65",MUJER ,29,12,11,100,1037.36,0,3,1,1,Muy feliz,0,0,1,GUAYAS
1973,"413,96",Hombre,59,9,45,152,479.82,1,1,3,5,Feliz,1,0,0,guayas
1974,944.53,MUJER ,34,16,13,277,337.61,1,1,1,2,Normal,1,1,2,El  Oro
1975,785.29, Mujer,32,11,12,106,2376.19,0,2,2,2,Normal,0,1,1,el oro
1976,"1.185,36",hombre,99,13,11,185,11220.49,1,1,1,4,Muy feliz,1,1,1, El Oro
1977,968.12,MUJER ,36,11,17,175,4374.33,0,3,2,4,Triste,1,0,2,Loja
1978,  1000,Hombre,24,16,5,175,2129.4,1,1,2,1,Triste,1,0,1,El Oro
1979,562.90,HOMBRE,40,8,24,999,1085.41,0,2,3,2,Normal,0,1,5,Azuay
1980,NA,Hombre ,18,8,2,153,2514.43,1,1,1,5,Muy triste,0,0,1,GUAYAS
1981,549.14,MUJER ,25,10,10,193,976.96,0,2,2,5,Muy feliz,1,0,1, El Oro
1982,  654,HOMBRE,39,14,19,138,521.29,0,3,1,4,Muy triste,1,1,3,El  Oro
1983,745.15, Mujer,22,17,0,176,608.75,1,1,2,1,Triste,0,1,2, Loja
1984,"992,87",Mujer,54,11,37,187,1129.07,0,2,1,1,Muy feliz,0,1,1,el oro
1985,422.88,M,19,12,0,123,940.24,0,2,2,4,Triste,0,0,0,el oro
1986,571.43,HOMBRE,27,12,9,114,1831.19,1,1,2,5,Normal,1,0,0,EL ORO
1987,919.30,HOMBRE,44,13,26,136,1777.86,0,3,3,5,Normal,1,0,2,GUAYAS
1988,"883,95",hombre,24,16,0,134,2552.89,0,3,1,3,Triste,1,0,0,EL ORO
1989,1059.89,HOMBRE,41,20,18,204,403.12,1,1,3,3,Muy feliz,0,1,2,Loja
1990,755.61,mujer,63,11,46,162,1055.28,1,1,1,5,Feliz,1,0,2, Loja
1991,556.57, Mujer,99,11,34,115,1711.41,0,2,1,3,Normal,1,1,1,el oro
1992,  662,MUJER ,64,14,47,156,604.87,0,3,1,4,Muy feliz,1,0,1,LOJA
1993,"746,92",MUJER ,59,14,39,140,3672.17,0,2,2,5,Muy feliz,1,1,1,El Oro
1994,443.87,hombre,25,11,6,999,667.56,0,2,1,1,Muy triste,0,0,0,el oro
1995,628.37,HOMBRE,23,10,6,233,1407.29,0,2,3,4,Feliz,1,0,0,El  Oro
1996,915.25,MUJER ,38,12,20,237,1573.63,1,1,1,4,Muy feliz,1,0,1,EL ORO
1997,  571, Mujer,36,99,15,142,3439.57,1,1,1,5,Triste,1,0,0,El  Oro
1998,319.79,MUJER ,34,8,16,134,1311.4,0,3,1,3,Normal,1,0,2, El Oro
1999,  829,Hombre ,23,14,5,193,510,0,2,2,3,Muy feliz,1,0,0,Azuay
2000,"947,75",hombre,49,13,30,159,2598.15,0,2,2,4,Feliz,0,1,2,LOJA
2001,"961,62",HOMBRE,22,17,0,211,3723.19,1,1,2,5,Feliz,1,0,2,el oro
2002,676.38,Hombre ,52,8,38,167,3613.85,0,2,2,2,Triste,1,1,4,el oro
2003,"673,60",H,24,12,5,150,953.74,1,1,1,1,Normal,1,0,2, El Oro
2004,1249.84,M,58,15,36,144,1419.44,1,1,2,3,Normal,1,0,0,guayas
2005,"501,30",Hombre ,23,4,10,222,734.03,0,3,3,3,Triste,1,0,2,Guayas
2006,392.92, Mujer,20,11,2,138,995.29,1,1,1,4,Muy triste,1,0,1,AZUAY
2007,916.74,Hombre ,18,13,0,126,4270.21,0,3,1,2,Muy feliz,0,0,1,Azuay
2008,653.78,Hombre ,21,7,4,195,289.58,1,1,4,1,Feliz,1,0,1,Azuay
2009,"569,15",H,21,11,4,181,565.04,0,2,4,1,Normal,0,0,2,el oro
2010,658.10, Mujer,61,12,43,135,1801.77,1,1,1,5,Muy feliz,0,1,1,El  Oro
2011,786.91, Mujer,29,16,7,136,524.73,0,2,4,1,Feliz,1,0,2,Guayas
2012,  451,hombre,34,14,13,149,1019.26,0,3,2,3,Triste,0,1,0,LOJA
2013,666.95,Hombre ,42,14,24,99,1609.04,0,2,2,1,Feliz,0,0,0, Loja
2014,487.02,Hombre,25,11,7,176,989.55,1,1,2,5,Normal,1,0,0, El Oro
2015,734.28,hombre,29,15,10,149,1583.13,0,2,1,4,Normal,0,0,0,EL ORO
2016,524.20,mujer,45,7,29,189,1111.12,0,3,3,5,Normal,0,1,2,El Oro
2017,"581,58",HOMBRE,21,10,3,214,932.31,0,3,3,4,Muy feliz,1,0,1,Azuay
2018,"1.074,41",H,47,13,28,161,1743.5,0,2,2,5,Feliz,0,0,1,El Oro
2019,506.85,mujer,25,7,9,229,1773.93,0,2,1,3,Triste,0,1,3,El  Oro
2020,285.06,HOMBRE,30,9,16,134,596.61,1,1,2,3,Normal,1,0,2,LOJA
2021,648.17,mujer,21,9,6,117,797.46,1,1,4,5,Normal,0,0,0,guayas
2022,609.71,Hombre ,42,8,26,186,2188.1,0,3,2,3,Normal,1,1,3,EL ORO
2023,932.96,HOMBRE,50,12,36,166,1401.39,0,2,1,4,Normal,1,1,2, Loja
2024,370.67,M,52,6,38,223,1736.66,0,2,1,4,Triste,0,0,1,El  Oro
2025,607.45,HOMBRE,37,10,20,182,3357.18,0,2,3,5,Normal,0,0,0,El  Oro
2026,257.20,mujer,61,8,48,105,560.97,0,2,1,3,Muy triste,1,0,1,AZUAY
2027,NA,hombre,42,7,29,204,863.32,0,3,1,3,Feliz,1,1,1,LOJA
2028,"221,42",MUJER ,65,0,50,174,904.55,0,2,4,5,Feliz,1,0,3,AZUAY
2029,"1.155,08",H,23,16,2,142,1151.4,1,1,1,4,Muy triste,0,0,0,Loja
2030,335.73,H,33,4,17,149,3127.43,0,3,1,5,Feliz,1,0,4,GUAYAS
2031,  798,H,41,8,26,234,659.86,1,1,1,1,Muy triste,1,0,0, Loja
2032,"1.063,31",H,48,17,24,159,3825.43,0,3,1,1,Triste,1,1,0,EL ORO
2033,615.06,mujer,63,15,40,211,849.51,1,1,1,3,Feliz,1,1,2,LOJA
2034,"626,02", Mujer,99,12,17,224,557.82,0,2,2,5,Feliz,0,1,2,AZUAY
2035,"392,95",H,57,4,47,191,2023.42,0,3,1,2,Muy feliz,0,1,4, El Oro
2036,648.86,Mujer,24,14,,197,1212.46,0,2,1,4,Triste,1,1,3,El  Oro
2037,1398.60,hombre,43,13,25,178,3814.7,0,2,1,5,Feliz,1,0,0,Guayas
2038,650.15,HOMBRE,28,11,13,162,1199.65,0,2,1,3,Muy feliz,1,1,3, El Oro
2039,803.65,M,50,12,32,210,1020.98,0,2,2,2,Feliz,1,0,0,Loja
2040,  810,Mujer,33,10,15,140,2256.19,1,1,1,2,Normal,1,1,1,El Oro
2041,"1.336,76",Hombre ,18,13,0,206,1020.08,1,1,4,4,Normal,1,0,1,EL ORO
2042,478.35,mujer,42,7,27,185,986.47,0,3,3,2,Triste,0,0,0,GUAYAS
2043,"1.614,22",Mujer,42,14,24,162,4031.28,0,3,2,4,Triste,1,1,1,el oro
2044,  827,HOMBRE,18,13,0,231,772.2,1,1,2,2,Muy triste,1,1,2,el oro
2045,"818,52",Mujer,58,13,38,201,1957.66,1,1,2,1,Muy triste,0,1,1,LOJA
2046,  898,hombre,21,16,0,166,857.42,1,1,2,4,Feliz,1,0,1, Loja
2047,"825,04",HOMBRE,37,15,16,164,428.68,0,2,3,1,Feliz,1,0,2, El Oro
2048,"558,42",hombre,18,13,0,215,2604.38,1,1,2,5,Normal,0,0,0,El  Oro
2049,664.73,Mujer,24,13,7,191,1480.08,1,1,1,4,Feliz,0,0,0,guayas
2050,  251,HOMBRE,19,11,0,45,824.92,0,2,4,3,Triste,0,1,1,Azuay
2051,1096.07,HOMBRE,46,18,20,125,2263.96,0,2,2,3,Normal,1,1,1,AZUAY
2052,"554,05",Hombre ,57,4,40,194,1072.53,0,2,1,4,Triste,1,1,4,EL ORO
2053,917.85,Hombre,26,17,2,182,3289.53,1,1,3,4,Muy feliz,1,1,1,EL ORO
2054,  247,M,34,14,11,41,1990.54,1,1,1,4,Muy feliz,1,0,2,GUAYAS
2055,432.81,HOMBRE,48,6,33,213,511.57,0,3,2,1,Triste,1,1,1,EL ORO
2056,"658,70",hombre,50,9,36,190,489.81,0,2,1,1,Feliz,1,0,5,el oro
2057,"324,58",Hombre ,40,9,25,999,497.52,0,3,3,4,Normal,1,0,1, Loja
2058,"401,11",Hombre,36,11,18,158,225.04,0,3,1,1,Muy feliz,1,0,0,AZUAY
2059,  514,hombre,23,15,3,174,548.46,0,2,1,1,Feliz,1,0,,el oro
2060,370.58,Hombre ,33,13,15,225,329.88,1,1,1,3,Muy triste,0,1,1,Azuay
2061,274.42,MUJER ,49,7,35,79,2415.71,0,3,2,4,Feliz,1,1,4,guayas
2062,"407,34",mujer,31,14,12,999,798.52,0,2,1,2,Triste,0,0,2,El Oro
2063,"823,23",HOMBRE,19,14,1,140,1386.12,1,1,2,5,Triste,0,1,2,el oro
2064,"1.084,86", Mujer,36,4,20,180,3527.75,0,3,2,4,Normal,1,0,1,EL ORO
2065,811.15,HOMBRE,31,12,13,237,384.2,0,2,2,4,Triste,0,1,1,El  Oro
2066,791.89,MUJER ,23,16,1,166,1751.06,1,1,3,2,Muy triste,1,0,1, El Oro
2067,370.11,hombre,43,99,22,128,612.73,1,1,1,4,Normal,1,1,1,El  Oro
2068,277.23,Hombre,46,5,33,52,1087.78,0,2,1,3,Triste,0,1,1,EL ORO
2069,1041.05,HOMBRE,27,11,11,248,2318.9,0,2,1,4,Muy feliz,1,0,4,AZUAY
2070,"2.005,33",mujer,63,16,41,187,4895.62,0,2,3,3,Muy feliz,1,1,1,Loja
2071,663.84,mujer,20,12,0,164,2346.78,0,2,3,5,Feliz,1,1,4,El Oro
2072,795.21,H,34,12,17,181,1129.35,0,3,2,1,Muy feliz,1,1,0,El Oro
2073,"747,50",hombre,19,13,0,191,1361.81,1,1,1,3,Normal,1,1,2,AZUAY
2074,"942,56",hombre,29,16,6,218,495.11,1,1,4,4,Muy feliz,0,0,0,El  Oro
2075,"800,88",H,42,12,22,184,2450.61,0,2,1,5,Normal,1,1,4,guayas
2076,  322,M,23,8,8,224,574.02,0,3,1,3,Triste,1,0,2,El Oro
2077,NA,H,32,17,7,143,2834.79,1,1,2,4,Muy triste,0,1,2,El Oro
2078,"890,82",hombre,56,17,31,212,279.63,1,1,4,5,Feliz,1,1,1,Loja
2079,  366, Mujer,54,10,39,126,616.83,0,3,1,1,Muy feliz,1,0,2,El  Oro
2080,736.49,MUJER ,50,15,30,181,613.15,1,1,1,1,Normal,0,1,3,El Oro
2081,  453,H,39,13,18,89,3461.29,1,1,1,3,Feliz,1,1,3, El Oro
2082,"552,24",mujer,19,13,0,194,703.14,0,3,1,2,Feliz,1,0,2,El  Oro
2083,986.71,Hombre ,25,10,9,254,1955.59,0,3,3,1,Muy feliz,1,0,0,el oro
2084,"450,60", Mujer,32,15,13,80,1090.05,0,2,3,1,Feliz,1,1,3,Azuay
2085,"420,32",Hombre ,46,11,33,204,1571.63,0,2,1,3,Feliz,1,1,2,EL ORO
2086,2287.80,HOMBRE,59,10,39,157,4772.97,0,2,4,5,Normal,0,0,0,el oro
2087,  339,Hombre,49,8,35,111,481.31,0,2,3,5,Triste,1,1,2,El Oro
2088,"370,35",HOMBRE,49,6,33,132,1270.06,1,1,1,5,Normal,0,1,3,el oro
2089,644.82,Hombre ,18,13,0,154,1669.74,1,1,2,3,Normal,1,0,0,LOJA
2090,348.27,hombre,61,10,44,108,1691.24,0,3,1,3,Normal,1,0,1,Azuay
2091,828.59,Hombre ,19,14,0,201,1048.06,1,1,2,5,Feliz,1,0,1,el oro
2092,"290,94",hombre,61,7,49,150,804.16,0,3,3,3,Feliz,1,0,0,EL ORO
2093,810.92,Mujer,41,8,24,187,8383.45,0,3,1,2,Feliz,0,0,0,EL ORO
2094,"1.682,09",Hombre ,22,13,4,183,3796,0,3,4,3,Muy feliz,0,1,2,GUAYAS
2095,776.62,H,55,9,44,176,1245.23,0,3,3,3,Muy feliz,1,0,0,Guayas
2096,687.19,hombre,30,3,15,248,4228.4,0,2,1,3,Normal,1,0,2,EL ORO
2097,"427,37",Mujer,99,12,1,219,475.23,1,1,1,5,Feliz,1,1,2,Guayas
2098,"386,85",Hombre,32,9,17,191,780.26,0,2,1,3,Triste,0,0,1,el oro
2099,"765,43", Mujer,35,14,17,162,1101.87,0,3,2,5,Triste,1,1,3,El  Oro
2100,  497,HOMBRE,42,8,27,189,237.27,0,2,3,4,Triste,0,1,2,guayas
2101,776.69,H,55,12,39,264,651.22,0,3,1,2,Muy triste,0,1,2,El  Oro
2102,"769,80",H,55,10,39,199,1191.51,1,1,2,4,Muy feliz,1,1,1,Azuay
2103,635.00,hombre,18,11,3,174,891.78,0,2,4,5,Normal,0,0,2,EL ORO
2104,623.68,HOMBRE,45,13,26,68,2547.89,1,1,1,5,Triste,0,1,1, El Oro
2105,, Mujer,19,14,0,241,1615.05,1,1,1,1,Normal,1,0,1,el oro
2106,1261.83,M,57,15,34,185,2706.74,1,1,1,3,Feliz,0,1,4, El Oro
2107,  802, Mujer,62,19,37,187,2846.68,0,3,1,2,Muy feliz,1,0,2,EL ORO
2108,"389,14", Mujer,22,12,6,149,1223.12,0,2,1,3,Muy triste,0,0,1,guayas
2109,1048.14,HOMBRE,35,17,11,239,844.77,1,1,2,4,Triste,1,1,2,El Oro
2110,"531,48", Mujer,62,13,41,186,625.7,0,3,1,5,Muy triste,1,1,2,AZUAY
2111,  307,H,32,8,15,108,3724.49,1,1,1,1,Muy feliz,0,1,3,EL ORO
2112,"654,91",Mujer,63,15,44,40,4288.36,1,1,4,4,Muy feliz,0,1,4,El Oro
